match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1,Gm2,SetW,Set1,Set2,RevTB,TBrev,rallyCount
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,1,0,0,0,0,0-0,1,1,0,,1,2,MC,4f3n#,,Cilic won the toss and elected to serve. Already he bounces the ball 18 times on the very first point - that quirk of his is rather annoying.,4f3n#,,0,,4f3n#,,1,,1,0,4,,f3n#,0,0,0,1,0,0,f3n,f3,f,1,1,1,15-0,0,0,0,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,2,0,0,0,0,15-0,1,1,0,,1,2,MC,4s39b3n@,,,4s39b3n@,,0,,4s39b3n@,,1,,1,0,4,,s39b3n@,0,0,0,0,1,0,s39b3n,s39b3,sb,2,2,0,15-15,0,0,0,0,0,0,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,3,0,0,0,0,15-15,1,1,0,,1,2,MC,6b2n#,,,6b2n#,,0,,6b2n#,,1,,1,0,6,,b2n#,0,0,0,1,0,0,b2n,b2,b,1,1,1,30-15,0,0,0,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,4,0,0,0,0,30-15,1,1,0,,1,2,MC,6w,4b28b2d@,Federer's return isn't deep enough to force the error but its pace throws Cilic off anyway.,6w,4b28b2d@,0,0,6w,4b28b2d@,0,1,0,1,6w,4,b28b2d@,0,0,0,0,1,0,b28b2d,b28b2,bb,2,2,0,30-30,0,0,0,0,0,0,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,5,0,0,0,0,30-30,1,1,0,,1,2,MC,6d,6b18*,,6d,6b18*,0,0,6d,6b18*,0,1,0,1,6d,6,b18*,0,0,1,0,0,0,b18,b18,b,1,2,0,30-40,0,0,0,0,0,0,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,6,0,0,0,0,30-40,1,1,0,,1,2,MC,4s39f3s3f+1l2o=3n@,,There's a rally off a 2nd serve where Cilic's shot is called out but his challenge proves correct (the first of many) so the point is replayed Cilic still loses it with a bad smash miss.,4s39f3s3f+1l2o=3n@,,0,,4s39f3s3f+1l2o=3n@,,1,,1,0,4,,s39f3s3f+1l2o=3n@,0,0,0,0,1,0,  ,s39f3s3f1l2o3,sfsflo,6,2,0,GM,2,0,1,0,0,0,,,6
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,7,0,0,0,1,0-0,2,1,0,,2,1,RF,6n,4f29d@,,6n,4f29d@,0,0,6n,4f29d@,0,1,0,1,6n,4,f29d@,0,0,0,0,1,0,f29d,f29,f,1,2,1,15-0,0,0,1,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,8,0,0,0,1,15-0,2,1,0,,2,1,RF,6f37f+1*,,,6f37f+1*,,0,,6f37f+1*,,1,,1,0,6,,f37f+1*,0,0,1,0,0,0,f37f1,f37f1,ff,2,2,1,30-0,0,0,1,0,0,0,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,9,0,0,0,1,30-0,2,1,0,,2,1,RF,6+s27v1f3n#,,,6+s27v1f3n#,,1,,6s27v1f3n#,,1,,1,0,6,,s27v1f3n#,0,0,0,1,0,0,s27v1f3n,s27v1f3,svf,3,2,1,40-0,0,0,1,0,0,0,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,10,0,0,0,1,40-0,2,1,0,,2,1,RF,4b29f1*,,Typical Federer low FH winner.,4b29f1*,,0,,4b29f1*,,1,,1,0,4,,b29f1*,0,0,1,0,0,0,b29f1,b29f1,bf,2,2,1,GM,2,0,2,0,0,0,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,11,0,0,0,2,0-0,3,1,0,,1,2,MC,6b38b3w@,,,6b38b3w@,,0,,6b38b3w@,,1,,1,0,6,,b38b3w@,0,0,0,0,1,0,b38b3w,b38b3,bb,2,2,0,0-15,0,0,2,0,0,0,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,12,0,0,0,2,0-15,3,1,0,,1,2,MC,4y17f-3d@,,A drop shot return to surprise the big guy and force him to sprint uncomfortably smart play by Fed. Cilic changes his racquet mid-game before the next point - afterwards he would blame wrong tension for the bad start.,4y17f-3d@,,0,,4y17f-3d@,,1,,1,0,4,,y17f-3d@,0,0,0,0,1,0,y17f3d,y17f3,yf,2,2,0,0-30,0,0,2,0,0,0,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,13,0,0,0,2,0-30,3,1,0,,1,2,MC,6n,6s38b3b3f3w@,Just missed the line unfortunate for him.,6n,6s38b3b3f3w@,0,0,6n,6s38b3b3f3w@,0,1,0,1,6n,6,s38b3b3f3w@,0,0,0,0,1,0,s38b3b3f3w,s38b3b3f3,sbbf,4,2,0,0-40,0,0,2,0,0,0,,,4
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,14,0,0,0,2,0-40,3,1,0,,1,2,MC,6f29f3f3b1r3b1*,,What a toothless inside-out FH from Federer. Far from the last oneÉ,6f29f3f3b1r3b1*,,0,,6f29f3f3b1r3b1*,,1,,1,0,6,,f29f3f3b1r3b1*,0,0,1,0,0,0,f29f3f3b1r3b1,f29f3f3b1r3b1,fffbrb,6,1,1,15-40,0,0,2,0,0,0,,,7
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,15,0,0,0,2,15-40,3,1,0,,1,2,MC,6d,6s39b3x@,,6d,6s39b3x@,0,0,6d,6s39b3x@,0,1,0,1,6d,6,s39b3x@,0,0,0,0,1,0,s39b3x,s39b3,sb,2,2,0,GM,2,0,3,0,0,0,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,16,0,0,0,3,0-0,4,1,0,,2,1,RF,6n,6b39b2f1f1f3w@,,6n,6b39b2f1f1f3w@,0,0,6n,6b39b2f1f1f3w@,0,1,0,1,6n,6,b39b2f1f1f3w@,0,0,0,0,1,0,b39b2f1f1f3w,b39b2f1f1f3,bbfff,5,2,1,15-0,0,0,3,0,0,0,,,5
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,17,0,0,0,3,15-0,4,1,0,,2,1,RF,6w,5b29f1f1f1f1f1f2n#,A high-octane FH-to-FH exchange Federer overwhelming Cilic with sheer quickness.,6w,5b29f1f1f1f1f1f2n#,0,0,6w,5b29f1f1f1f1f1f2n#,0,1,0,1,6w,5,b29f1f1f1f1f1f2n#,0,0,0,1,0,0,b29f1f1f1f1f1f2n,b29f1f1f1f1f1f2,bffffff,7,2,1,30-0,0,0,3,0,0,0,,,7
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,18,0,0,0,3,30-0,4,1,0,,2,1,RF,5b3w#,,,5b3w#,,0,,5b3w#,,1,,1,0,5,,b3w#,0,0,0,1,0,0,b3w,b3,b,1,2,1,40-0,0,0,3,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,19,0,0,0,3,40-0,4,1,0,,2,1,RF,4n,4b39h=2f1*,Federer committed to taking the ball early even when Cilic starts blasting it determined not to let Cilic yank him around the baseline.,4n,4b39h=2f1*,0,0,4n,4b39h=2f1*,0,1,0,1,4n,4,b39h=2f1*,0,0,1,0,0,0,b39h2f1,b39h2f1,bhf,3,1,0,40-15,0,0,3,0,0,0,,,4
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,20,0,0,0,3,40-15,4,1,0,,2,1,RF,6s27f+3b1n#,,,6s27f+3b1n#,,0,,6s27f+3b1n#,,1,,1,0,6,,s27f+3b1n#,0,0,0,1,0,0,s27f3b1n,s27f3b1,sfb,3,2,1,GM,2,0,4,0,0,0,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,21,0,0,0,4,0-0,5,1,0,,1,2,MC,4w,6b18f3b1d@,,4w,6b18f3b1d@,0,0,4w,6b18f3b1d@,0,1,0,1,4w,6,b18f3b1d@,0,0,0,0,1,0,b18f3b1d,b18f3b1,bfb,3,1,1,15-0,0,0,4,0,0,0,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,22,0,0,0,4,15-0,5,1,0,,1,2,MC,6*,,,6*,,0,,6*,,1,,0,0,6*,,,1,0,0,0,0,0,,,,0,1,1,30-0,0,0,4,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,23,0,0,0,4,30-0,5,1,0,,1,2,MC,4x,5b29f3b3b3x@,,4x,5b29f3b3b3x@,0,0,4x,5b29f3b3b3x@,0,1,0,1,4x,5,b29f3b3b3x@,0,0,0,0,1,0,b29f3b3b3x,b29f3b3b3,bfbb,4,2,0,30-15,0,0,4,0,0,0,,,4
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,24,0,0,0,4,30-15,5,1,0,,1,2,MC,4s28f1f1f3s3b2n@,,Federer moves Cilic around nicely. Cilic is fit and makes it in time but nets when trying to go aggressive.,4s28f1f1f3s3b2n@,,0,,4s28f1f1f3s3b2n@,,1,,1,0,4,,s28f1f1f3s3b2n@,0,0,0,0,1,0,s28f1f1f3s3b2n,s28f1f1f3s3b2,sfffsb,6,2,0,30-30,0,0,4,0,0,0,,,6
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,25,0,0,0,4,30-30,5,1,0,,1,2,MC,4n,4f18f3b2b+3s3z1*,Finally Cilic wins a point by overpowering Federer from the baseline as he should.,4n,4f18f3b2b+3s3z1*,0,0,4n,4f18f3b2b+3s3z1*,0,1,0,1,4n,4,f18f3b2b+3s3z1*,0,0,1,0,0,0,f18f3b2b3s3z1,f18f3b2b3s3z1,ffbbsz,6,1,1,40-30,0,0,4,0,0,0,,,7
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,26,0,0,0,4,40-30,5,1,0,,1,2,MC,6d,6f3n#,Strong 2nd serve kicker.,6d,6f3n#,0,0,6d,6f3n#,0,1,0,1,6d,6,f3n#,0,0,0,1,0,0,f3n,f3,f,1,1,1,GM,1,1,4,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,27,0,0,1,4,0-0,6,1,0,,2,1,RF,6s28f+1f1w@,,Not a good FH approach Cilic should've made the pass IMO.,6s28f+1f1w@,,0,,6s28f+1f1w@,,1,,1,0,6,,s28f+1f1w@,0,0,0,0,1,0,s28f1f1w,s28f1f1,sff,3,2,1,15-0,0,1,4,0,0,0,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,28,0,0,1,4,15-0,6,1,0,,2,1,RF,4n,6f38s2f1w@,"Forces a weak reply then misses the next shot - that's what I'd call ""cilicing it away"".",4n,6f38s2f1w@,0,0,4n,6f38s2f1w@,0,1,0,1,4n,6,f38s2f1w@,0,0,0,0,1,0,f38s2f1w,f38s2f1,fsf,3,2,1,30-0,0,1,4,0,0,0,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,29,0,0,1,4,30-0,6,1,0,,2,1,RF,6*,,,6*,,0,,6*,,1,,0,0,6*,,,1,0,0,0,0,0,,,,0,2,1,40-0,0,1,4,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,30,0,0,1,4,40-0,6,1,0,,2,1,RF,4d,6+f2n#,,4d,6+f2n#,0,1,4d,6f2n#,0,1,0,1,4d,6,f2n#,0,0,0,1,0,0,f2n,f2,f,1,2,1,GM,2,1,5,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,31,0,0,1,5,0-0,7,1,0,,1,2,MC,6*,,Cilic challenges an 'out' call again this time on serve and again gets it right - ace.,6*,,0,,6*,,1,,0,0,6*,,,1,0,0,0,0,0,,,,0,1,1,15-0,0,1,5,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,32,0,0,1,5,15-0,7,1,0,,1,2,MC,6*,,,6*,,0,,6*,,1,,0,0,6*,,,1,0,0,0,0,0,,,,0,1,1,30-0,0,1,5,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,33,0,0,1,5,30-0,7,1,0,,1,2,MC,4w,5b37b3y1n@,Federer mixing it up to keep Cilic alert.,4w,5b37b3y1n@,0,0,4w,5b37b3y1n@,0,1,0,1,4w,5,b37b3y1n@,0,0,0,0,1,0,b37b3y1n,b37b3y1,bby,3,1,1,40-0,0,1,5,0,0,0,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,34,0,0,1,5,40-0,7,1,0,,1,2,MC,4d,4b37b3s2f3b3n@,,4d,4b37b3s2f3b3n@,0,0,4d,4b37b3s2f3b3n@,0,1,0,1,4d,4,b37b3s2f3b3n@,0,0,0,0,1,0,b37b3s2f3b3n,b37b3s2f3b3,bbsfb,5,1,1,GM,1,2,5,0,0,0,,,5
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,35,0,0,2,5,0-0,8,1,0,,2,1,RF,4f2d#,,,4f2d#,,0,,4f2d#,,1,,1,0,4,,f2d#,0,0,0,1,0,0,f2d,f2,f,1,2,1,15-0,0,2,5,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,36,0,0,2,5,15-0,8,1,0,,2,1,RF,6f29f3s3f+1f1*,,The approach could've been better but would normally still be good enough to win given that Cilic was out of position and could barely get to the ball in time yet threaded the needle with his pass which landed right in the sideline corner of the service box.,6f29f3s3f+1f1*,,0,,6f29f3s3f+1f1*,,1,,1,0,6,,f29f3s3f+1f1*,0,0,1,0,0,0,f29f3s3f1f1,f29f3s3f1f1,ffsff,5,1,0,15-15,0,2,5,0,0,0,,,6
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,37,0,0,2,5,15-15,8,1,0,,2,1,RF,4*,,,4*,,0,,4*,,1,,0,0,4*,,,1,0,0,0,0,0,,,,0,2,1,30-15,0,2,5,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,38,0,0,2,5,30-15,8,1,0,,2,1,RF,6*,,,6*,,0,,6*,,1,,0,0,6*,,,1,0,0,0,0,0,,,,0,2,1,40-15,0,2,5,0,0,0,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,39,0,0,2,5,40-15,8,1,0,,2,1,RF,5b17w#,,,5b17w#,,0,,5b17w#,,1,,1,0,5,,b17w#,0,0,0,1,0,0,b17w,b17,b,1,2,1,GM,2,2,6,2,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,40,0,1,0,0,0-0,9,1,0,,1,2,MC,6s1n#,,,6s1n#,,0,,6s1n#,,1,,1,0,6,,s1n#,0,0,0,1,0,0,s1n,s1,s,1,1,1,15-0,0,0,0,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,41,0,1,0,0,15-0,9,1,0,,1,2,MC,4*,,,4*,,0,,4*,,1,,0,0,4*,,,1,0,0,0,0,0,,,,0,1,1,30-0,0,0,0,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,42,0,1,0,0,30-0,9,1,0,,1,2,MC,4f2d#,,,4f2d#,,0,,4f2d#,,1,,1,0,4,,f2d#,0,0,0,1,0,0,f2d,f2,f,1,1,1,40-0,0,0,0,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,43,0,1,0,0,40-0,9,1,0,,1,2,MC,6d,4s38b;3f3b3f1f2f3s2n#,,6d,4s38b;3f3b3f1f2f3s2n#,0,0,6d,4s38b;3f3b3f1f2f3s2n#,0,1,0,1,6d,4,s38b;3f3b3f1f2f3s2n#,0,0,0,1,0,0,s38b3f3b3f1f2f3s2n,s38b3f3b3f1f2f3s2,sbfbfffs,8,2,0,40-15,0,0,0,0,0,1,,,8
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,44,0,1,0,0,40-15,9,1,0,,1,2,MC,4r27f+3b3w#,,,4r27f+3b3w#,,0,,4r27f+3b3w#,,1,,1,0,4,,r27f+3b3w#,0,0,0,1,0,0,r27f3b3w,r27f3b3,rfb,3,1,1,GM,1,1,0,0,0,1,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,45,0,1,1,0,0-0,10,1,0,,2,1,RF,6#,,Much talking about how the final being played indoors benefits Federer. It does but it benefits Cilic as well perhaps moreso. No indication after the match that Federer had any say in this though playing an indoor final in an outdoor major does look a bit iffy.,6#,,0,,6#,,1,,0,0,6#,,,0,1,0,0,0,0,,,,0,2,1,15-0,0,1,0,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,46,0,1,1,0,15-0,10,1,0,,2,1,RF,4w,4b29f2f3b3n@,,4w,4b29f2f3b3n@,0,0,4w,4b29f2f3b3n@,0,1,0,1,4w,4,b29f2f3b3n@,0,0,0,0,1,0,b29f2f3b3n,b29f2f3b3,bffb,4,1,0,15-15,0,1,0,0,0,1,,,4
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,47,0,1,1,0,15-15,10,1,0,,2,1,RF,4f29f3n@,,Great 1st serve return from Cilic. Federer still had time but didn't want to go on the defensive.,4f29f3n@,,0,,4f29f3n@,,1,,1,0,4,,f29f3n@,0,0,0,0,1,0,f29f3n,f29f3,ff,2,1,0,15-30,0,1,0,0,0,1,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,48,0,1,1,0,15-30,10,1,0,,2,1,RF,4n,6f38b3b1f2b1*,,4n,6f38b3b1f2b1*,0,0,4n,6f38b3b1f2b1*,0,1,0,1,4n,6,f38b3b1f2b1*,0,0,1,0,0,0,f38b3b1f2b1,f38b3b1f2b1,fbbfb,5,1,0,15-40,0,1,0,0,0,1,,,6
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,49,0,1,1,0,15-40,10,1,0,,2,1,RF,4*,,Right on the sideline.,4*,,0,,4*,,1,,0,0,4*,,,1,0,0,0,0,0,,,,0,2,1,30-40,0,1,0,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,50,0,1,1,0,30-40,10,1,0,,2,1,RF,4n,6f28f3b3f1*,,4n,6f28f3b3f1*,0,0,4n,6f28f3b3f1*,0,1,0,1,4n,6,f28f3b3f1*,0,0,1,0,0,0,f28f3b3f1,f28f3b3f1,ffbf,4,2,1,40-40,0,1,0,0,0,1,,,5
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,51,0,1,1,0,40-40,10,1,0,,2,1,RF,4#,,,4#,,0,,4#,,1,,0,0,4#,,,0,1,0,0,0,0,,,,0,2,1,AD-40,0,1,0,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,52,0,1,1,0,AD-40,10,1,0,,2,1,RF,6d,5f3w#,A terrific 2nd serve landing right onto the middle of the AD half of the service line.,6d,5f3w#,0,0,6d,5f3w#,0,1,0,1,6d,5,f3w#,0,0,0,1,0,0,f3w,f3,f,1,2,1,GM,2,1,1,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,53,0,1,1,1,0-0,11,1,0,,1,2,MC,4w,5b28f1f1f2s3b1f1d@,,4w,5b28f1f1f2s3b1f1d@,0,0,4w,5b28f1f1f2s3b1f1d@,0,1,0,1,4w,5,b28f1f1f2s3b1f1d@,0,0,0,0,1,0,b28f1f1f2s3b1f1d,b28f1f1f2s3b1f1,bfffsbf,7,1,1,15-0,0,1,1,0,0,1,,,7
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,54,0,1,1,1,15-0,11,1,0,,1,2,MC,6f28b2f3b3d#,,It's amazing how early Federer takes the ball.,6f28b2f3b3d#,,0,,6f28b2f3b3d#,,1,,1,0,6,,f28b2f3b3d#,0,0,0,1,0,0,f28b2f3b3d,f28b2f3b3,fbfb,4,2,0,15-15,0,1,1,0,0,1,,,4
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,55,0,1,1,1,15-15,11,1,0,,1,2,MC,4f1n#,,,4f1n#,,0,,4f1n#,,1,,1,0,4,,f1n#,0,0,0,1,0,0,f1n,f1,f,1,1,1,30-15,0,1,1,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,56,0,1,1,1,30-15,11,1,0,,1,2,MC,4d,4b28f2f3b2f2d@,,4d,4b28f2f3b2f2d@,0,0,4d,4b28f2f3b2f2d@,0,1,0,1,4d,4,b28f2f3b2f2d@,0,0,0,0,1,0,b28f2f3b2f2d,b28f2f3b2f2,bffbf,5,1,1,40-15,0,1,1,0,0,1,,,5
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,57,0,1,1,1,40-15,11,1,0,,1,2,MC,4f29f1d@,,Federer's return lands literally on the baseline and Cilic doesn't deal with it well.,4f29f1d@,,0,,4f29f1d@,,1,,1,0,4,,f29f1d@,0,0,0,0,1,0,f29f1d,f29f1,ff,2,2,0,40-30,0,1,1,0,0,1,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,58,0,1,1,1,40-30,11,1,0,,1,2,MC,4s19f1n@,,"Another deep return another error. ""14 unforced errors already from Cilic.""",4s19f1n@,,0,,4s19f1n@,,1,,1,0,4,,s19f1n@,0,0,0,0,1,0,s19f1n,s19f1,sf,2,2,0,40-40,0,1,1,0,0,1,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,59,0,1,1,1,40-40,11,1,0,,1,2,MC,6w,5s39b1n@,,6w,5s39b1n@,0,0,6w,5s39b1n@,0,1,0,1,6w,5,s39b1n@,0,0,0,0,1,0,s39b1n,s39b1,sb,2,2,0,40-AD,0,1,1,0,0,1,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,60,0,1,1,1,40-AD,11,1,0,,1,2,MC,4*,,Again Cilic challenges his serve being called 'out' and gets it right. This one was barely in though so the lineswoman is not at fault.,4*,,0,,4*,,1,,0,0,4*,,,1,0,0,0,0,0,,,,0,1,1,40-40,0,1,1,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,61,0,1,1,1,40-40,11,1,0,,1,2,MC,5s39d#,,,5s39d#,,0,,5s39d#,,1,,1,0,5,,s39d#,0,0,0,1,0,0,s39d,s39,s,1,1,1,AD-40,0,1,1,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,62,0,1,1,1,AD-40,11,1,0,,1,2,MC,6f28f3s3f1n@,,,6f28f3s3f1n@,,0,,6f28f3s3f1n@,,1,,1,0,6,,f28f3s3f1n@,0,0,0,0,1,0,f28f3s3f1n,f28f3s3f1,ffsf,4,2,0,40-40,0,1,1,0,0,1,,,4
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,63,0,1,1,1,40-40,11,1,0,,1,2,MC,4w,6s29d@,,4w,6s29d@,0,0,4w,6s29d@,0,1,0,1,4w,6,s29d@,0,0,0,0,1,0,s29d,s29,s,1,1,1,AD-40,0,1,1,0,0,1,,,1
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,64,0,1,1,1,AD-40,11,1,0,,1,2,MC,4x,4s38b3w@,,4x,4s38b3w@,0,0,4x,4s38b3w@,0,1,0,1,4x,4,s38b3w@,0,0,0,0,1,0,s38b3w,s38b3,sb,2,2,0,40-40,0,1,1,0,0,1,,,2
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,65,0,1,1,1,40-40,11,1,0,,1,2,MC,4r27f1*,,,4r27f1*,,0,,4r27f1*,,1,,1,0,4,,r27f1*,0,0,1,0,0,0,r27f1,r27f1,rf,2,1,1,AD-40,0,1,1,0,0,1,,,3
20180128-M-Australian_Open-F-Marin_Cilic-Roger_Federer,66,0,1,1,1,AD-40,11,1,0,,1,2,MC,6d,4b19*,,6d,4b19*,0,0,6d,4b19*,0,1,0,1,6d,4,b19*,0,0,1,0,0,0,b19,b19,b,1,2,0,40-40,0,1,1,0,0,1,,,2
